Nombre,IdFutwiz,Enlace,Media,Calidad,Ritmo,Tiro,Pase,Regate,Defensa,Fisico
Dan Nlundulu,19036,https://www.futwiz.com/en/fifa22/player/dan-nlundulu/19036,62,bronze,62,60,46,58,21,66
Lee Jong Sung,19037,https://www.futwiz.com/en/fifa22/player/lee-jong-sung/19037,62,bronze,45,55,58,59,60,74
Mahame Siby,18380,https://www.futwiz.com/en/fifa22/player/mahame-siby/18380,62,bronze,51,41,53,54,58,76
Jucie Lupeta,18381,https://www.futwiz.com/en/fifa22/player/jucie-lupeta/18381,62,bronze-nr,70,63,44,58,38,78
Connor Ripley,18382,https://www.futwiz.com/en/fifa22/player/connor-ripley/18382,62,bronze-nr,63,62,62,64,27,60
Kevin Lomonaco,18379,https://www.futwiz.com/en/fifa22/player/kevin-lomonaco/18379,61,bronze-nr,61,27,33,38,62,66
Adnan Ugur,17369,https://www.futwiz.com/en/fifa22/player/adnan-ugur/17369,61,bronze-nr,72,49,60,66,54,55
George Nurse,20087,https://www.futwiz.com/en/fifa22/player/george-nurse/20087,61,birthdaytoken,74,53,57,61,54,66
Jelani Reshaun Sumiyoshi,20088,https://www.futwiz.com/en/fifa22/player/jelani-reshaun-sumiyoshi/20088,61,birthdaytoken,63,29,45,47,59,66
Lukas Prokop,20089,https://www.futwiz.com/en/fifa22/player/lukas-prokop/20089,61,birthdaytoken,71,38,52,60,55,59
Maksymilian Sitek,20090,https://www.futwiz.com/en/fifa22/player/maksymilian-sitek/20090,61,birthdaytoken,81,50,56,61,24,39
Snorre Nilsen,20091,https://www.futwiz.com/en/fifa22/player/snorre-nilsen/20091,61,birthdaytoken,63,39,46,55,58,62
Joel Felix,20092,https://www.futwiz.com/en/fifa22/player/joel-felix/20092,61,birthdaytoken,56,41,49,51,62,68
Dennis Waidner,20093,https://www.futwiz.com/en/fifa22/player/dennis-waidner/20093,61,birthdaytoken,70,26,46,58,59,55
Jordan Davies,20094,https://www.futwiz.com/en/fifa22/player/jordan-davies/20094,61,birthdaytoken,73,58,61,63,54,60
Sam Junqua,20095,https://www.futwiz.com/en/fifa22/player/sam-junqua/20095,61,birthday,58,26,48,56,62,63
Dimitris Serpezis,20096,https://www.futwiz.com/en/fifa22/player/dimitris-serpezis/20096,61,birthdaytoken,69,55,57,64,42,60
Mohammed Al Rubaie,20097,https://www.futwiz.com/en/fifa22/player/mohammed-al-rubaie/20097,61,birthdaytoken,62,52,59,64,38,63
Hu Jinghang,20098,https://www.futwiz.com/en/fifa22/player/hu-jinghang/20098,61,birthdaytoken,73,58,51,59,29,68
Yuta Taki,20099,https://www.futwiz.com/en/fifa22/player/yuta-taki/20099,61,birthdaytoken,73,55,56,66,46,39
Boris Popovic,20100,https://www.futwiz.com/en/fifa22/player/boris-popovic/20100,61,birthdaytoken,64,32,42,46,62,60
Brandon Fernandes,20101,https://www.futwiz.com/en/fifa22/player/brandon-fernandes/20101,61,birthdaytoken,76,47,60,64,36,49
Jorge Diaz Price,20102,https://www.futwiz.com/en/fifa22/player/jorge-diaz-price/20102,61,birthdaytoken,74,53,58,64,41,40
Omar Sijaric,20103,https://www.futwiz.com/en/fifa22/player/omar-sijaric/20103,61,birthdaytoken,66,47,59,64,43,55
Murtaz Daushvili,20104,https://www.futwiz.com/en/fifa22/player/murtaz-daushvili/20104,61,birthdaytoken,61,35,56,54,56,57
Sultan Al Manthari,20105,https://www.futwiz.com/en/fifa22/player/sultan-al-manthari/20105,61,birthdaytoken,66,58,54,60,30,63
Ishaq Abdulrazak,20106,https://www.futwiz.com/en/fifa22/player/ishaq-abdulrazak/20106,61,birthdaytoken,77,50,56,65,49,52
Dominik Schmid,20107,https://www.futwiz.com/en/fifa22/player/dominik-schmid/20107,61,birthdaytoken,74,47,63,62,54,68
Aiham Ousou,20108,https://www.futwiz.com/en/fifa22/player/aiham-ousou/20108,61,birthdaytoken,70,26,43,50,59,67
Kevin Isa,20109,https://www.futwiz.com/en/fifa22/player/kevin-isa/20109,61,birthdaytoken,68,60,50,63,23,54
Kim Min Jun,20110,https://www.futwiz.com/en/fifa22/player/kim-min-jun/20110,61,birthdaytoken,70,56,58,62,28,62
Gaetan Arib,20111,https://www.futwiz.com/en/fifa22/player/gaetan-arib/20111,61,birthdaytoken,65,37,56,61,57,56
Malik Tillman,20367,https://www.futwiz.com/en/fifa22/player/malik-tillman/20367,61,bronze-nr,66,64,48,61,18,56
Alvaro Campuzano,20634,https://www.futwiz.com/en/fifa22/player/alvaro-campuzano/20634,61,libertadores,67,40,56,55,55,68
Juan Manuel Gutierrez,20635,https://www.futwiz.com/en/fifa22/player/juan-manuel-gutierrez/20635,61,libertadores,69,57,60,61,40,48
Pablo Vaca,20636,https://www.futwiz.com/en/fifa22/player/pablo-vaca/20636,61,libertadores,71,56,61,59,58,56
Jose Cardenas,20637,https://www.futwiz.com/en/fifa22/player/jose-cardenas/20637,61,libertadores,61,59,62,61,46,65
Fernando Ovelar,20638,https://www.futwiz.com/en/fifa22/player/fernando-ovelar/20638,61,libertadores,72,58,53,64,48,51
Ignacio Cechi,20639,https://www.futwiz.com/en/fifa22/player/ignacio-cechi/20639,61,sudamericana,64,55,59,66,53,59
Kevin Lomonaco,18686,https://www.futwiz.com/en/fifa22/player/kevin-lomonaco/18686,61,sudamericana,61,27,33,38,62,66
Jesus Orozco,18724,https://www.futwiz.com/en/fifa22/player/jesus-orozco/18724,61,libertadores,66,60,44,59,26,59
Anton Skipper,18958,https://www.futwiz.com/en/fifa22/player/anton-skipper/18958,61,bronze,56,31,45,46,60,66
Josh Davison,18959,https://www.futwiz.com/en/fifa22/player/josh-davison/18959,61,bronze-nr,65,61,42,58,19,60
Luca Kronberger,18960,https://www.futwiz.com/en/fifa22/player/luca-kronberger/18960,61,bronze-nr,66,58,55,60,37,65
Offrande Zanzala,18961,https://www.futwiz.com/en/fifa22/player/offrande-zanzala/18961,61,bronze-nr,70,59,45,58,29,70
Tiago CÃÂ§ukur,18962,https://www.futwiz.com/en/fifa22/player/tiago-cÃÂ§ukur/18962,61,bronze,58,61,50,58,26,70
Tomas Totland,18963,https://www.futwiz.com/en/fifa22/player/tomas-totland/18963,61,bronze-nr,75,32,43,62,53,59
Jared Khasa,18964,https://www.futwiz.com/en/fifa22/player/jared-khasa/18964,61,bronze,81,58,50,64,32,66
Lee Ji Hoon,18965,https://www.futwiz.com/en/fifa22/player/lee-ji-hoon/18965,61,bronze-nr,73,26,45,55,60,61
Stephen Kelly,18966,https://www.futwiz.com/en/fifa22/player/stephen-kelly/18966,61,bronze-nr,72,55,58,63,51,58
Brian Farioli,18967,https://www.futwiz.com/en/fifa22/player/brian-farioli/18967,61,bronze-nr,71,51,59,62,32,48
Junior Ogedi-Uzokwe,18968,https://www.futwiz.com/en/fifa22/player/junior-ogedi-uzokwe/18968,61,bronze,87,58,50,61,29,60
Zhu Jianrong,18969,https://www.futwiz.com/en/fifa22/player/zhu-jianrong/18969,61,bronze-nr,66,58,51,55,34,72
Torben Musel,18970,https://www.futwiz.com/en/fifa22/player/torben-musel/18970,61,bronze,67,61,57,65,28,54
Indiana Vassilev,18971,https://www.futwiz.com/en/fifa22/player/indiana-vassilev/18971,61,bronze-nr,73,60,53,63,32,51
Taylor Perry,18972,https://www.futwiz.com/en/fifa22/player/taylor-perry/18972,61,bronze-nr,71,56,57,64,49,57
Antonio Lopez,18973,https://www.futwiz.com/en/fifa22/player/antonio-lopez/18973,61,bronze,64,56,58,67,56,45
Carljohan Eriksson,18974,https://www.futwiz.com/en/fifa22/player/carljohan-eriksson/18974,61,bronze-nr,59,62,63,63,54,62
Omari Patrick,18975,https://www.futwiz.com/en/fifa22/player/omari-patrick/18975,61,bronze,81,57,52,61,27,66
Christian Norton,18976,https://www.futwiz.com/en/fifa22/player/christian-norton/18976,61,bronze,82,62,52,62,31,52
Tom Grivosti,18977,https://www.futwiz.com/en/fifa22/player/tom-grivosti/18977,61,bronze-nr,63,28,41,45,59,67
Marlon Fossey,18978,https://www.futwiz.com/en/fifa22/player/marlon-fossey/18978,61,bronze-nr,78,39,48,63,54,59
Lee Bum Young,18979,https://www.futwiz.com/en/fifa22/player/lee-bum-young/18979,61,bronze-nr,61,60,59,62,39,58
Owura Edwards,18980,https://www.futwiz.com/en/fifa22/player/owura-edwards/18980,61,bronze,84,51,52,65,27,50
Jack Diamond,18981,https://www.futwiz.com/en/fifa22/player/jack-diamond/18981,61,bronze-nr,81,54,52,63,32,54
Keith Ward,18982,https://www.futwiz.com/en/fifa22/player/keith-ward/18982,61,bronze-nr,67,58,60,62,48,58
Tyler Magloire,18983,https://www.futwiz.com/en/fifa22/player/tyler-magloire/18983,61,bronze,89,27,38,49,59,70
Liam Shaw,18984,https://www.futwiz.com/en/fifa22/player/liam-shaw/18984,61,bronze-nr,66,39,56,62,54,61
Bogdan Racovitan,19689,https://www.futwiz.com/en/fifa22/player/bogdan-racovitan/19689,61,bronze-nr,65,32,37,44,60,68
Ibrahima Kone,19690,https://www.futwiz.com/en/fifa22/player/ibrahima-kone/19690,61,bronze-nr,71,58,45,58,30,68
Jay Matete,19691,https://www.futwiz.com/en/fifa22/player/jay-matete/19691,61,bronze-nr,70,50,56,64,58,53
Salomon Rodriguez,19692,https://www.futwiz.com/en/fifa22/player/salomon-rodriguez/19692,61,bronze,61,57,45,53,29,64
Kim Won Gun,19693,https://www.futwiz.com/en/fifa22/player/kim-won-gun/19693,61,bronze-nr,67,31,42,51,59,70
Joseph Colley,19694,https://www.futwiz.com/en/fifa22/player/joseph-colley/19694,61,bronze-nr,67,37,46,50,61,68
Kim Joon Hyeong,4123,https://www.futwiz.com/en/fifa22/player/kim-joon-hyeong/4123,61,bronze,68,55,55,63,56,72
Malachi Fagan-Walcott,4124,https://www.futwiz.com/en/fifa22/player/malachi-fagan-walcott/4124,61,bronze-nr,64,29,44,49,59,69
Jack MacKenzie,4125,https://www.futwiz.com/en/fifa22/player/jack-mackenzie/4125,61,bronze,71,26,45,53,58,63
Mark Coyle,4126,https://www.futwiz.com/en/fifa22/player/mark-coyle/4126,61,bronze-nr,69,36,54,59,57,66
Marius Hauptmann,4127,https://www.futwiz.com/en/fifa22/player/marius-hauptmann/4127,61,bronze-nr,78,50,55,64,41,49
Homero Calderon,4128,https://www.futwiz.com/en/fifa22/player/homero-calderon/4128,61,sudamericana,60,54,55,59,50,60
Lukas Sulzbacher,4129,https://www.futwiz.com/en/fifa22/player/lukas-sulzbacher/4129,61,bronze-nr,75,34,49,57,55,66
Nikola Stosic,4130,https://www.futwiz.com/en/fifa22/player/nikola-stosic/4130,61,bronze-nr,71,52,60,61,49,64
Kyle Jameson,4131,https://www.futwiz.com/en/fifa22/player/kyle-jameson/4131,61,bronze-nr,54,28,40,44,62,66
Jose Urbina,4132,https://www.futwiz.com/en/fifa22/player/jose-urbina/4132,61,bronze-nr,72,36,49,54,58,53
Lewis Cass,4133,https://www.futwiz.com/en/fifa22/player/lewis-cass/4133,61,bronze-nr,70,32,47,53,60,68
Zachary Duncan,4134,https://www.futwiz.com/en/fifa22/player/zachary-duncan/4134,61,bronze-nr,66,47,56,63,57,61
Manasse Mampala,4135,https://www.futwiz.com/en/fifa22/player/manasse-mampala/4135,61,bronze-nr,73,58,52,62,33,61
Nicolas Rojas,4136,https://www.futwiz.com/en/fifa22/player/nicolas-rojas/4136,61,sudamericana,71,50,50,58,56,58
Will Ferry,4137,https://www.futwiz.com/en/fifa22/player/will-ferry/4137,61,bronze-nr,70,52,57,64,31,45
Omari Patrick,4138,https://www.futwiz.com/en/fifa22/player/omari-patrick/4138,61,bronze,81,57,52,61,27,66
Brendan Hamill,4139,https://www.futwiz.com/en/fifa22/player/brendan-hamill/4139,61,bronze-nr,52,41,49,48,59,66
Alan Kerouedan,4140,https://www.futwiz.com/en/fifa22/player/alan-kerouedan/4140,61,bronze-nr,69,56,56,63,55,62
Jacob Italiano,4141,https://www.futwiz.com/en/fifa22/player/jacob-italiano/4141,61,bronze-nr,74,55,56,67,46,46
Paul Osew,4142,https://www.futwiz.com/en/fifa22/player/paul-osew/4142,61,bronze,82,38,51,62,54,57
Park Joon Kang,4143,https://www.futwiz.com/en/fifa22/player/park-joon-kang/4143,61,bronze-nr,59,28,48,64,59,51
Enaut Mendia,4144,https://www.futwiz.com/en/fifa22/player/enaut-mendia/4144,61,bronze-nr,73,58,41,59,25,59
Robbie Robinson,4145,https://www.futwiz.com/en/fifa22/player/robbie-robinson/4145,61,bronze-nr,75,59,45,60,19,59
Jose Lujan,4146,https://www.futwiz.com/en/fifa22/player/jose-lujan/4146,61,sudamericana,58,23,37,39,62,63
Lasse Berg Johnsen,4147,https://www.futwiz.com/en/fifa22/player/lasse-berg-johnsen/4147,61,bronze-nr,58,52,59,60,60,65
Gillian Jurcher,4148,https://www.futwiz.com/en/fifa22/player/gillian-jurcher/4148,61,bronze,81,58,39,65,18,57
Mohammed Al Baqawi,4149,https://www.futwiz.com/en/fifa22/player/mohammed-al-baqawi/4149,61,bronze-nr,75,28,53,56,57,61
Lukas Petkov,4150,https://www.futwiz.com/en/fifa22/player/lukas-petkov/4150,61,bronze-nr,71,52,61,66,51,58
Yanis Guermouche,4151,https://www.futwiz.com/en/fifa22/player/yanis-guermouche/4151,61,bronze-nr,65,62,48,58,23,61
Rassoul Ndiaye,4152,https://www.futwiz.com/en/fifa22/player/rassoul-ndiaye/4152,61,bronze-nr,69,42,56,61,56,67
Tom Grivosti,4153,https://www.futwiz.com/en/fifa22/player/tom-grivosti/4153,61,bronze-nr,63,28,41,45,59,67
Juan Miguel Ojeda,4154,https://www.futwiz.com/en/fifa22/player/juan-miguel-ojeda/4154,61,sudamericana,63,29,48,52,58,55
Murtaz Daushvili,4155,https://www.futwiz.com/en/fifa22/player/murtaz-daushvili/4155,61,bronze-nr,61,35,56,54,56,57
Brayan Palmezano,4156,https://www.futwiz.com/en/fifa22/player/brayan-palmezano/4156,61,sudamericana,77,50,59,62,31,39
Damian Jakubik,4157,https://www.futwiz.com/en/fifa22/player/damian-jakubik/4157,61,bronze,79,31,51,47,59,67
James Daly,4158,https://www.futwiz.com/en/fifa22/player/james-daly/4158,61,bronze-nr,76,60,44,62,26,50
Omar Yaisien,4159,https://www.futwiz.com/en/fifa22/player/omar-yaisien/4159,61,bronze-nr,69,51,60,66,32,46
Bruce Anderson,4160,https://www.futwiz.com/en/fifa22/player/bruce-anderson/4160,61,bronze-nr,72,62,45,62,18,46
Gaetan Arib,4161,https://www.futwiz.com/en/fifa22/player/gaetan-arib/4161,61,bronze-nr,65,37,56,61,57,56
Florin Ilie,4162,https://www.futwiz.com/en/fifa22/player/florin-ilie/4162,61,bronze-nr,64,35,43,41,62,68
Maksymilian Sitek,4163,https://www.futwiz.com/en/fifa22/player/maksymilian-sitek/4163,61,bronze-nr,81,50,56,61,24,39
Lee Kyung Tae,4164,https://www.futwiz.com/en/fifa22/player/lee-kyung-tae/4164,61,bronze-nr,63,58,54,61,28,60
Mat Sadler,4165,https://www.futwiz.com/en/fifa22/player/mat-sadler/4165,61,bronze-nr,49,39,49,51,61,67
James Belshaw,4166,https://www.futwiz.com/en/fifa22/player/james-belshaw/4166,61,bronze-nr,62,61,62,61,28,61
Jayson Papeau,4167,https://www.futwiz.com/en/fifa22/player/jayson-papeau/4167,61,bronze,78,52,58,66,37,61
Dani Plomer,4168,https://www.futwiz.com/en/fifa22/player/dani-plomer/4168,61,bronze-nr,70,47,57,59,28,53
Tyreke Wilson,4169,https://www.futwiz.com/en/fifa22/player/tyreke-wilson/4169,61,bronze-nr,70,42,55,59,56,52
Hugo Angeles,4170,https://www.futwiz.com/en/fifa22/player/hugo-angeles/4170,61,sudamericana,72,27,36,58,59,54
Marcel Zylla,4171,https://www.futwiz.com/en/fifa22/player/marcel-zylla/4171,61,bronze-nr,74,51,55,64,38,62
Adnan Ugur,4172,https://www.futwiz.com/en/fifa22/player/adnan-ugur/4172,61,bronze-nr,72,49,60,66,54,55
Bryan Meredith,4173,https://www.futwiz.com/en/fifa22/player/bryan-meredith/4173,61,bronze-nr,65,60,64,64,46,54
Reece Grego-Cox,4174,https://www.futwiz.com/en/fifa22/player/reece-grego-cox/4174,61,bronze-nr,79,58,51,63,22,46
Kaleth Hernandez,4175,https://www.futwiz.com/en/fifa22/player/kaleth-hernandez/4175,61,bronze-nr,66,48,58,68,42,54
Lautaro Giaccone,4176,https://www.futwiz.com/en/fifa22/player/lautaro-giaccone/4176,61,sudamericana,70,53,55,67,31,48
David Rodriguez,4177,https://www.futwiz.com/en/fifa22/player/david-rodriguez/4177,61,bronze-nr,73,48,52,60,58,59
Lee Soo Bin,4178,https://www.futwiz.com/en/fifa22/player/lee-soo-bin/4178,61,bronze-nr,57,48,58,65,54,56
Joel Geissmann,4179,https://www.futwiz.com/en/fifa22/player/joel-geissmann/4179,61,bronze-nr,63,57,60,61,57,64
Jordan Davies,4180,https://www.futwiz.com/en/fifa22/player/jordan-davies/4180,61,bronze-nr,73,58,61,63,54,60
Lee Hee Kyun,4181,https://www.futwiz.com/en/fifa22/player/lee-hee-kyun/4181,61,bronze,66,57,61,64,53,58
Jetmir Haliti,4182,https://www.futwiz.com/en/fifa22/player/jetmir-haliti/4182,61,bronze,91,30,45,53,61,67
Andrew Putna,4183,https://www.futwiz.com/en/fifa22/player/andrew-putna/4183,61,bronze-nr,60,61,60,59,24,62
Mateusz Bodzioch,4184,https://www.futwiz.com/en/fifa22/player/mateusz-bodzioch/4184,61,bronze-nr,54,42,49,48,58,68
Tom Beadling,4185,https://www.futwiz.com/en/fifa22/player/tom-beadling/4185,61,bronze-nr,63,54,57,59,60,69
Dan Agyei,4186,https://www.futwiz.com/en/fifa22/player/dan-agyei/4186,61,bronze-nr,74,57,49,60,29,68
Mizuki Hayashi,4187,https://www.futwiz.com/en/fifa22/player/mizuki-hayashi/4187,61,bronze-nr,64,57,62,62,33,60
Franco Agustin Romero,4188,https://www.futwiz.com/en/fifa22/player/franco-agustin-romero/4188,61,bronze-nr,63,50,58,62,56,59
Sam Sanna,4189,https://www.futwiz.com/en/fifa22/player/sam-sanna/4189,61,bronze,60,52,61,66,61,48
Louis Munteanu,4190,https://www.futwiz.com/en/fifa22/player/louis-munteanu/4190,61,bronze-nr,73,61,52,64,38,56
Joseph Mendes,4191,https://www.futwiz.com/en/fifa22/player/joseph-mendes/4191,61,bronze,76,59,52,59,35,72
Frazer Blake-Tracy,4192,https://www.futwiz.com/en/fifa22/player/frazer-blake-tracy/4192,61,bronze-nr,63,31,51,59,57,56
Go Myeong Seok,4193,https://www.futwiz.com/en/fifa22/player/go-myeong-seok/4193,61,bronze,77,31,47,43,60,71
Bridge Ndilu,4194,https://www.futwiz.com/en/fifa22/player/bridge-ndilu/4194,61,bronze-nr,69,62,50,60,20,57
Cisse Sandra,4195,https://www.futwiz.com/en/fifa22/player/cisse-sandra/4195,61,bronze,66,60,61,65,34,59
Noah Ohio,4196,https://www.futwiz.com/en/fifa22/player/noah-ohio/4196,61,bronze,85,61,44,58,25,59
Lukas Prokop,4197,https://www.futwiz.com/en/fifa22/player/lukas-prokop/4197,61,bronze-nr,71,38,52,60,55,59
Fernando Tapia,4198,https://www.futwiz.com/en/fifa22/player/fernando-tapia/4198,61,bronze-nr,61,62,60,65,24,59
Ateef Konate,4199,https://www.futwiz.com/en/fifa22/player/ateef-konate/4199,61,bronze,75,54,54,68,29,46
Ignacio Mesina,4200,https://www.futwiz.com/en/fifa22/player/ignacio-mesina/4200,61,sudamericana,64,28,40,43,62,67
Cesar Huanca,4201,https://www.futwiz.com/en/fifa22/player/cesar-huanca/4201,61,sudamericana,63,60,37,57,21,58
Muteb Al Mufarrij,4202,https://www.futwiz.com/en/fifa22/player/muteb-al-mufarrij/4202,61,bronze-nr,63,26,40,47,62,61
Yuya Nakasaka,4203,https://www.futwiz.com/en/fifa22/player/yuya-nakasaka/4203,61,bronze-nr,74,52,58,61,42,48
Anthony Hartigan,4204,https://www.futwiz.com/en/fifa22/player/anthony-hartigan/4204,61,bronze-nr,70,55,60,62,57,67
Damian Torres,4205,https://www.futwiz.com/en/fifa22/player/damian-torres/4205,61,bronze-nr,63,43,58,63,59,63
Viktor Gustafson,4206,https://www.futwiz.com/en/fifa22/player/viktor-gustafson/4206,61,bronze-nr,64,44,53,58,57,68
Ishaq Abdulrazak,4207,https://www.futwiz.com/en/fifa22/player/ishaq-abdulrazak/4207,61,bronze-nr,77,50,56,65,49,52
Diego Garcia,4208,https://www.futwiz.com/en/fifa22/player/diego-garcia/4208,61,sudamericana,64,50,56,62,42,64
Hong Joon Ho,4209,https://www.futwiz.com/en/fifa22/player/hong-joon-ho/4209,61,bronze-nr,61,42,46,56,59,70
Antony Evans,4210,https://www.futwiz.com/en/fifa22/player/antony-evans/4210,61,bronze-nr,67,53,59,63,40,61
Frank Ross,4211,https://www.futwiz.com/en/fifa22/player/frank-ross/4211,61,bronze-nr,69,42,59,68,48,50
Katsuya Iwatake,4212,https://www.futwiz.com/en/fifa22/player/katsuya-iwatake/4212,61,bronze-nr,65,41,56,62,55,67
Ben Mines,4213,https://www.futwiz.com/en/fifa22/player/ben-mines/4213,61,bronze-nr,68,45,57,64,45,52
Ilia Gruev,4214,https://www.futwiz.com/en/fifa22/player/ilia-gruev/4214,61,bronze-nr,54,48,61,59,57,57
Quentin Bena,4215,https://www.futwiz.com/en/fifa22/player/quentin-bena/4215,61,bronze,61,49,58,60,58,71
Haymenn Bah-Traore,4216,https://www.futwiz.com/en/fifa22/player/haymenn-bah-traore/4216,61,bronze,78,33,44,57,58,67
Nikola Tzanev,4217,https://www.futwiz.com/en/fifa22/player/nikola-tzanev/4217,61,bronze-nr,61,61,58,63,46,59
Emilio Kehrer,4218,https://www.futwiz.com/en/fifa22/player/emilio-kehrer/4218,61,bronze-nr,58,64,46,65,25,51
Duglar Angarita,4219,https://www.futwiz.com/en/fifa22/player/duglar-angarita/4219,61,libertadores,65,61,50,54,30,59
Jack Lahne,4220,https://www.futwiz.com/en/fifa22/player/jack-lahne/4220,61,bronze,92,61,52,64,36,62
Lukasz Budzilek,4221,https://www.futwiz.com/en/fifa22/player/lukasz-budzilek/4221,61,bronze-nr,60,64,63,60,37,62
Armando Dobra,4222,https://www.futwiz.com/en/fifa22/player/armando-dobra/4222,61,bronze,82,55,57,65,38,47
Ryan Kitto,4223,https://www.futwiz.com/en/fifa22/player/ryan-kitto/4223,61,bronze,80,52,56,61,54,64
Agustin Rodriguez,4224,https://www.futwiz.com/en/fifa22/player/agustin-rodriguez/4224,61,sudamericana,68,43,60,65,40,45
Kengo Nagai,4225,https://www.futwiz.com/en/fifa22/player/kengo-nagai/4225,61,bronze-nr,66,59,53,61,41,57
Ralph Priso,4226,https://www.futwiz.com/en/fifa22/player/ralph-priso/4226,61,bronze-nr,64,36,52,59,59,67
Jamie Reckord,4227,https://www.futwiz.com/en/fifa22/player/jamie-reckord/4227,61,bronze-nr,71,41,52,58,57,67
Garry Buckley,4228,https://www.futwiz.com/en/fifa22/player/garry-buckley/4228,61,bronze,49,58,61,60,60,71
Facundo Castet,4229,https://www.futwiz.com/en/fifa22/player/facundo-castet/4229,61,bronze-nr,70,29,48,58,56,62
Jasse Tuominen,4230,https://www.futwiz.com/en/fifa22/player/jasse-tuominen/4230,61,bronze-nr,69,62,45,58,41,57
Vladimir Moragrega,4231,https://www.futwiz.com/en/fifa22/player/vladimir-moragrega/4231,61,bronze-nr,57,64,45,61,24,54
Teodoro Paredes,4232,https://www.futwiz.com/en/fifa22/player/teodoro-paredes/4232,61,sudamericana,45,36,46,59,61,63
Emin Nouri,4233,https://www.futwiz.com/en/fifa22/player/emin-nouri/4233,61,bronze-nr,60,43,52,57,58,70
Stavros Gavriel,4234,https://www.futwiz.com/en/fifa22/player/stavros-gavriel/4234,61,bronze-nr,62,56,56,62,29,46
Jacob Mensah,4235,https://www.futwiz.com/en/fifa22/player/jacob-mensah/4235,61,bronze-nr,55,30,42,43,61,67
Owen Evans,4236,https://www.futwiz.com/en/fifa22/player/owen-evans/4236,61,bronze-nr,64,60,58,64,39,62
Snorre Nilsen,4237,https://www.futwiz.com/en/fifa22/player/snorre-nilsen/4237,61,bronze-nr,63,39,46,55,58,62
Bulent Cevahir,4238,https://www.futwiz.com/en/fifa22/player/bulent-cevahir/4238,61,bronze-nr,52,47,57,55,61,54
Maximilian Hippe,4239,https://www.futwiz.com/en/fifa22/player/maximilian-hippe/4239,61,bronze,61,24,33,40,61,70
Kieran Phillips,4240,https://www.futwiz.com/en/fifa22/player/kieran-phillips/4240,61,bronze-nr,73,61,50,59,20,64
Teddy Boulhendi,4241,https://www.futwiz.com/en/fifa22/player/teddy-boulhendi/4241,61,bronze-nr,59,60,60,61,49,59
Josemi Castaneda,4242,https://www.futwiz.com/en/fifa22/player/josemi-castaneda/4242,61,bronze-nr,63,57,62,64,52,38
Robbie Willmott,4243,https://www.futwiz.com/en/fifa22/player/robbie-willmott/4243,61,bronze-nr,75,54,57,62,55,63
Sultan Al Manthari,4244,https://www.futwiz.com/en/fifa22/player/sultan-al-manthari/4244,61,bronze-nr,66,58,54,60,30,63
Tomas Pozzo,4245,https://www.futwiz.com/en/fifa22/player/tomas-pozzo/4245,61,sudamericana,69,49,60,68,40,48
Bernhard Unger,4246,https://www.futwiz.com/en/fifa22/player/bernhard-unger/4246,61,bronze-nr,64,58,57,63,41,54
Liam Shaw,4247,https://www.futwiz.com/en/fifa22/player/liam-shaw/4247,61,bronze-nr,66,39,56,62,54,61
Devarn Green,4248,https://www.futwiz.com/en/fifa22/player/devarn-green/4248,61,bronze,84,55,49,64,18,45
Kendall McIntosh,4249,https://www.futwiz.com/en/fifa22/player/kendall-mcintosh/4249,61,bronze-nr,62,60,64,62,41,60
Bartlomiej Kalinkowski,4250,https://www.futwiz.com/en/fifa22/player/bartlomiej-kalinkowski/4250,61,bronze-nr,74,42,55,58,56,67
Kwak Kwang Sun,4251,https://www.futwiz.com/en/fifa22/player/kwak-kwang-sun/4251,61,bronze-nr,40,54,54,55,59,72
Lucian Dumitriu,4252,https://www.futwiz.com/en/fifa22/player/lucian-dumitriu/4252,61,bronze,76,58,62,60,50,64
Tim Korzuschek,4253,https://www.futwiz.com/en/fifa22/player/tim-korzuschek/4253,61,bronze-nr,70,56,54,62,27,56
Justin Steinkotter,4254,https://www.futwiz.com/en/fifa22/player/justin-steinkotter/4254,61,bronze-nr,74,60,47,59,27,60
Lee Erwin,4255,https://www.futwiz.com/en/fifa22/player/lee-erwin/4255,61,bronze-nr,67,61,50,61,27,63
Rahmat Akbari,4256,https://www.futwiz.com/en/fifa22/player/rahmat-akbari/4256,61,bronze,79,49,55,64,58,61
Idris Kanu,4257,https://www.futwiz.com/en/fifa22/player/idris-kanu/4257,61,bronze,79,60,53,64,53,62
Ross Stewart,4258,https://www.futwiz.com/en/fifa22/player/ross-stewart/4258,61,bronze-nr,62,60,61,63,43,60
Daniel Lafferty,4259,https://www.futwiz.com/en/fifa22/player/daniel-lafferty/4259,61,bronze-nr,58,52,56,57,60,63
Adam Lewis,4260,https://www.futwiz.com/en/fifa22/player/adam-lewis/4260,61,bronze-nr,66,36,57,62,57,58
Luke James,4261,https://www.futwiz.com/en/fifa22/player/luke-james/4261,61,bronze-nr,76,59,50,61,36,70
Carljohan Eriksson,4262,https://www.futwiz.com/en/fifa22/player/carljohan-eriksson/4262,61,bronze-nr,59,62,63,63,54,62
Tino Livramento,4263,https://www.futwiz.com/en/fifa22/player/tino-livramento/4263,61,bronze,77,46,56,57,56,57
Charlie Kelman,4264,https://www.futwiz.com/en/fifa22/player/charlie-kelman/4264,61,bronze,82,61,45,63,26,60
